COMPANY NAME,RATING,REVIEWS,PACKAGE,INDUSTRY,BENEFITS,CONS,INDIA HQ,BRANCHES,TOTAL EMPLOYEES,COMPANY TYPE,YEAR OLD
Randstad,3.7,(4.2k),15.7k,Recruitment,"Job Security, Skill Development / Learning, Salary & Benefits",,Hyderabad / Secunderabad,339 other locations,1k-5k  ,Public,66 years old
CARS24,3.5,(4.2k),15.3k,Internet,"Job Security, Work Life Balance, Salary & Benefits",,Gurgaon / Gurugram,171 other locations,10k-50k  ,Fortune India 500,24 years old
R1 RCM,3.8,(4.2k),20.4k,BPO,"Company Culture, Work Life Balance, Work Satisfaction",,New Delhi,45 other locations,1k-5k  ,Public,28 years old
Intas Pharmaceuticals,4.1,(4.2k),16.8k,Pharma,"Job Security, Salary & Benefits",Promotions / Appraisal,Ahmedabad,144 other locations,5k-10k  ,Public,29 years old
Hyundai Motor India Limited,4.2,(4.2k),13.4k,Automobile,"Company Culture, Skill Development / Learning, Work Life Balance",,Chennai,282 other locations,5k-10k  ,Fortune India 500,23 years old
Havells,3.9,(4.2k),15.1k,Electrical Equipment,Job Security,Promotions / Appraisal,Noida,245 other locations,10k-50k  ,Fortune India 500,127 years old
Deutsche Bank,3.9,(4.2k),34.8k,Banking,Company Culture,Promotions / Appraisal,Pune,42 other locations,10k-50k  ,Public,34 years old
Utkarsh Small Finance Bank,3.7,(4.1k),10.9k,Banking,"Promotions / Appraisal, Job Security",,Varanasi,388 other locations,5k-10k  ,Conglomerate,32 years old
Tata AIA Life Insurance,3.9,(4.1k),13.9k,Insurance,"Job Security, Company Culture, Skill Development / Learning",,Mumbai,422 other locations,1k-5k  ,Public,58 years old
Hetero,3.8,(4.1k),14.8k,Pharma,Job Security,"Promotions / Appraisal, Salary & Benefits",Hyderabad / Secunderabad,65 other locations,1k-5k  ,nan,31 years old
Motilal Oswal Financial Services,3.7,(4.1k),12.5k,Financial Services,"Work Life Balance, Salary & Benefits, Company Culture",,Mumbai,164 other locations,5k-10k  ,Public,41 years old
Team Lease,3.9,(4k),15.7k,Recruitment,"Job Security, Work Life Balance, Company Culture",,Bangalore / Bengaluru,386 other locations,10k-50k  ,Fortune India 500,154 years old
Bajaj Auto,3.8,(4k),14.2k,Automobile,Job Security,Promotions / Appraisal,Pune,308 other locations,10k-50k  ,Public,38 years old
Lenskart,3.2,(3.9k),12.7k,Internet,"Job Security, Promotions / Appraisal, Work Satisfaction",,New Delhi,232 other locations,5k-10k  ,Indian Unicorn,9 years old
Thermax Limited,4.2,(3.9k),12.8k,Industrial Machinery,Promotions / Appraisal,,Pune,240 other locations,1k-5k  ,Public,8 years old
Berger Paints,3.7,(3.9k),9.5k,Chemicals,"Job Security, Skill Development / Learning, Company Culture","Salary & Benefits, Promotions / Appraisal",Kolkata,335 other locations,1k-5k  ,Public,39 years old
Macleods Pharmaceuticals,3.6,(3.9k),15.6k,Pharma,"Company Culture, Skill Development / Learning, Work Life Balance",,Mumbai,128 other locations,10k-50k  ,Forbes Global 2000,16 years old
LG Electronics,3.9,(3.9k),10.8k,Consumer Electronics & Appliances,"Company Culture, Salary & Benefits, Work Life Balance",Promotions / Appraisal,Pune,290 other locations,10k-50k  ,Public,33 years old
Aakash Educational Services,3.2,(3.9k),13.2k,Education & Training,"Job Security, Promotions / Appraisal, Work Life Balance",,New Delhi,240 other locations,5k-10k  ,Startup,6 years old
Tata Communications,3.9,(3.9k),23k,Telecom,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,Pune,98 other locations,1k-5k  ,nan,16 years old
Royal Enfield,4.2,(3.9k),14.3k,Automobile,"Company Culture, Work Life Balance, Salary & Benefits",,Chennai,364 other locations,5k-10k  ,Public,121 years old
John Deere,4,(3.8k),15k,Industrial Machinery,"Company Culture, Work Life Balance, Skill Development / Learning",,Pune,149 other locations,10k-50k  ,Fortune India 500,65 years old
VE Commercial Vehicles,3.9,(3.8k),13.1k,Automobile,"Job Security, Company Culture, Skill Development / Learning",,Indore,151 other locations,5k-10k  ,Fortune India 500,17 years old
Jubilant Foods Works,3.7,(3.8k),8.8k,Hospitality,"Job Security, Company Culture, Work Life Balance",,New Delhi,251 other locations,1k-5k  ,Forbes Global 2000,75 years old
HDFC Ergo General Insurance,3.9,(3.8k),12k,Insurance,"Work Life Balance, Company Culture, Skill Development / Learning",Promotions / Appraisal,Mumbai,317 other locations,5k-10k  ,Fortune India 500,70 years old
Oyo Rooms,3.1,(3.8k),15.1k,Internet,"Company Culture, Work Life Balance, Skill Development / Learning",,Gurgaon / Gurugram,119 other locations,1k-5k  ,Fortune India 500,62 years old
Jindal Steel Limited,3.9,(3.8k),14.9k,Iron & Steel,"Salary & Benefits, Work Life Balance",,Angul,170 other locations,10k-50k  ,Public,117 years old
DCB Bank,3.8,(3.8k),9.6k,Banking,Job Security,Promotions / Appraisal,Mumbai,335 other locations,10k-50k  ,Fortune India 500,171 years old
Hindalco Industries,4.2,(3.7k),11.7k,Metals & Mining,"Company Culture, Work Life Balance, Job Security",,Sambalpur,122 other locations,10k-50k  ,Forbes Global 2000,174 years old
Reliance Communications,4,(3.7k),9.7k,Telecom,"Job Security, Company Culture",,Mumbai,464 other locations,5k-10k  ,nan,13 years old
Cummins,4.3,(3.7k),15.3k,Industrial Machinery,"Job Security, Company Culture, Work Life Balance",,Pune,111 other locations,5k-10k  ,nan,17 years old
State Street Corporation,3.6,(3.7k),30.1k,Financial Services,"Job Security, Company Culture, Work Life Balance",,Bangalore / Bengaluru,33 other locations,5k-10k  ,Public,65 years old
RBL Bank,3.5,(3.7k),18.1k,Banking,"Job Security, Work Life Balance, Company Culture",,Mumbai,273 other locations,10k-50k  ,Forbes Global 2000,47 years old
Carelon Global Solutions,3.8,(3.7k),26.1k,Software Product,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",,Bangalore / Bengaluru,18 other locations,10k-50k  ,nan,24 years old
XpressBees,4.2,(3.7k),7.9k,Internet,"Job Security, Salary & Benefits, Skill Development / Learning",,Pune,468 other locations,10k-50k  ,nan,23 years old
Bank of America,4.2,(3.7k),27.4k,Banking,"Job Security, Skill Development / Learning, Company Culture",,Gurgaon / Gurugram,34 other locations,10k-50k  ,Public,66 years old
PVR Inox,3.9,(3.6k),9.3k,Media & Entertainment,,,New Delhi,150 other locations,10k-50k  ,Public,51 years old
Alembic Pharmaceuticals,3.9,(3.6k),14.9k,Pharma,"Promotions / Appraisal, Job Security, Work Satisfaction",,Vadodara,183 other locations,10k-50k  ,nan,34 years old
Publicis Sapient,3.4,(3.6k),29.9k,IT Services & Consulting,"Work Life Balance, Job Security","Promotions / Appraisal, Salary & Benefits",Bangalore / Bengaluru,44 other locations,10k-50k  ,Forbes Global 2000,27 years old
American Express,4.1,(3.6k),23.5k,Financial Services,"Work Life Balance, Promotions / Appraisal, Work Satisfaction",,Gurgaon / Gurugram,51 other locations,5k-10k  ,nan,36 years old
Viatris,4.1,(3.6k),14.1k,Pharma,"Job Security, Work Life Balance, Company Culture",,Hyderabad / Secunderabad,80 other locations,5k-10k  ,Fortune India 500,94 years old
Subros,3.8,(3.6k),12.3k,Auto Components,"Skill Development / Learning, Job Security, Salary & Benefits",,Noida,86 other locations,5k-10k  ,nan,27 years old
Pidilite Industries,4.2,(3.6k),11.1k,Chemicals,"Job Security, Skill Development / Learning, Salary & Benefits",,Mumbai,294 other locations,1 Lakh+  ,nan,92 years old
Kogta Financial India Limited,4.7,(3.6k),1.7k,NBFC,Salary & Benefits,"Company Culture, Job Security",Jaipur,245 other locations,10k-50k  ,nan,16 years old
Automatic Data Processing (ADP),3.9,(3.6k),21.5k,Software Product,Job Security,,Hyderabad / Secunderabad,39 other locations,10k-50k  ,Public,15 years old
Escorts Kubota Limited,4.1,(3.5k),12.9k,Automobile,"Job Security, Skill Development / Learning, Salary & Benefits",,Faridabad,149 other locations,10k-50k  ,Public,47 years old
Sodexo,4,(3.5k),9.8k,Facility Management Services,"Job Security, Company Culture, Work Life Balance",,Mumbai,154 other locations,10k-50k  ,Forbes Global 2000,334 years old
PNB MetLife,3.4,(3.5k),7.9k,Insurance,Job Security,"Promotions / Appraisal, Work Life Balance, Work Satisfaction",New Delhi,410 other locations,1k-5k  ,Public,101 years old
Maersk,4,(3.5k),18.4k,Logistics,"Job Security, Work Life Balance, Skill Development / Learning","Promotions / Appraisal, Salary & Benefits",Chennai,48 other locations,10k-50k  ,Public,75 years old
Aditya Birla Sun Life Insurance,4,(3.5k),9.7k,Insurance,"Company Culture, Work Life Balance, Job Security",,Mumbai,473 other locations,10k-50k  ,nan,120 years old
Samvardhana Motherson Group,3.7,(3.5k),12.2k,Auto Components,"Skill Development / Learning, Job Security",Promotions / Appraisal,Noida,91 other locations,5k-10k  ,Fortune India 500,45 years old
Godrej & Boyce Manufacturing,3.9,(3.5k),14.7k,Consumer Electronics & Appliances,"Job Security, Work Life Balance, Company Culture",,Mumbai,158 other locations,10k-50k  ,Fortune India 500,26 years old
Dabur,3.9,(3.5k),8.6k,FMCG,"Job Security, Company Culture, Work Life Balance",,New Delhi,312 other locations,1k-5k  ,Public,36 years old
Abbott,4.1,(3.5k),11.4k,Pharma,"Promotions / Appraisal, Salary & Benefits",,Mumbai,209 other locations,1k-5k  ,nan,34 years old
Synechron,3.5,(3.5k),27.3k,IT Services & Consulting,"Job Security, Work Life Balance, Skill Development / Learning",,Pune,31 other locations,5k-10k  ,Public,49 years old
Birlasoft,3.5,(3.5k),29.3k,IT Services & Consulting,"Job Security, Skill Development / Learning, Company Culture",Promotions / Appraisal,Pune,48 other locations,1 Lakh+   (Global),MNC,79 years old
Cogent E Services,3.1,(3.5k),9.9k,BPO,"Company Culture, Work Life Balance, Work Satisfaction",,Noida,55 other locations,51-200  ,nan,8 years old
Bharat Electronics,4.2,(3.5k),12.2k,Electronics Manufacturing,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Bangalore / Bengaluru,86 other locations,5k-10k  ,nan,24 years old
Glenmark Pharmaceuticals,3.8,(3.4k),11.7k,Pharma,"Job Security, Company Culture, Work Life Balance",,Mumbai,173 other locations,10k-50k  ,nan,25 years old
Kyndryl,3.9,(3.5k),25k,IT Services & Consulting,"Work Life Balance, Job Security, Company Culture",Promotions / Appraisal,Bangalore / Bengaluru,36 other locations,10k-50k  ,Forbes Global 2000, 
Grasim Industries,4,(3.4k),12.5k,Building Material,"Job Security, Company Culture, Work Life Balance",,Bharuch,230 other locations,10k-50k  ,Public,22 years old
Tata Capital,4,(3.4k),10.8k,NBFC,Promotions / Appraisal,,Mumbai,329 other locations,5k-10k  ,Public,139 years old
Kotak Mahindara Life Insurance,3.6,(3.4k),12.5k,Insurance,"Promotions / Appraisal, Salary & Benefits, Company Culture",,Mumbai,248 other locations,5k-10k  ,Startup,10 years old
Aarti Industries,4,(3.4k),13.9k,Agro Chemicals,"Job Security, Salary & Benefits, Company Culture",,Bharuch,57 other locations,10k-50k  ,nan, 
JK Cement,4,(3.4k),9.5k,Building Material,"Work Life Balance, Promotions / Appraisal, Company Culture",,New Delhi,314 other locations,10k-50k  ,Public,16 years old
Indian Oil Corporation,4.4,(3.4k),7.6k,Oil & Gas,Promotions / Appraisal,,New Delhi,302 other locations,10k-50k  ,Public,81 years old
KPIT Technologies,3,(3.4k),22.1k,Software Product,,,Pune,42 other locations,10k-50k  ,nan,24 years old
Ipca Laboratories,3.9,(3.4k),11.5k,Pharma,Job Security,"Company Culture, Work Satisfaction, Work Life Balance",Mumbai,154 other locations,10k-50k  ,Public,78 years old
Reliance Projects & Property Management Services,4,(3.4k),7k,IT Services & Consulting,"Salary & Benefits, Promotions / Appraisal, Work Satisfaction",,Kolkata,600 other locations,10k-50k  ,Conglomerate,20 years old
"NTT DATA, Inc.",3.9,(3.3k),21.3k,IT Services & Consulting,"Job Security, Work Satisfaction, Promotions / Appraisal",,Bangalore / Bengaluru,32 other locations,5k-10k  ,Conglomerate,23 years old
Johnson Controls,3.5,(3.3k),16.6k,Industrial Automation,"Skill Development / Learning, Company Culture, Work Life Balance",,Pune,54 other locations,1k-5k  ,nan,18 years old
Alkem Laboratories,3.9,(3.3k),9.5k,Pharma,Job Security,Promotions / Appraisal,Mumbai,192 other locations,1k-5k  ,nan,79 years old
MRF Tyres,3.6,(3.3k),12.2k,Auto Components,"Job Security, Skill Development / Learning, Company Culture",,Chennai,191 other locations,5k-10k  ,nan,17 years old
Reliance Digital,4.1,(3.3k),7.9k,Retail,Job Security,"Promotions / Appraisal, Salary & Benefits",Mumbai,369 other locations,5k-10k  ,nan,19 years old
IGT Solutions,3.3,(3.3k),13.2k,IT Services & Consulting,"Skill Development / Learning, Company Culture, Work Life Balance",,New Delhi,48 other locations,1k-5k  ,Public,64 years old
Ford Motor,4.2,(3.3k),14.7k,Automobile,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,Chennai,128 other locations,5k-10k  ,Public,66 years old
Honda Motorcycle & Scooter,4.1,(3.3k),10.7k,Automobile,"Skill Development / Learning, Salary & Benefits",,Gurgaon / Gurugram,287 other locations,10k-50k  ,Public,29 years old
UBS,3.9,(3.3k),30.7k,Financial Services,Job Security,,Pune,19 other locations,10k-50k  ,Public,23 years old
Vishal Mega Mart,3.7,(3.3k),6.1k,Retail,Promotions / Appraisal,,New Delhi,363 other locations,1k-5k  ,nan,13 years old
24/7 Customer,3.4,(3.2k),11.4k,Software Product,Promotions / Appraisal,,Bangalore / Bengaluru,36 other locations,5k-10k  ,Public,140 years old
Hindustan Coca Cola Beverages,4,(3.2k),7.5k,Beverage,Work Life Balance,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning",Bangalore / Bengaluru,253 other locations,5k-10k  ,nan,7 years old
Ceat Tyres,3.9,(3.2k),12.5k,Auto Components,"Salary & Benefits, Company Culture, Job Security",,Nagpur,137 other locations,1k-5k  ,Public,50 years old
Reliance Nippon Life Insurance,3.4,(3.2k),8.3k,Insurance,"Promotions / Appraisal, Salary & Benefits, Work Satisfaction",,Mumbai,477 other locations,10k-50k  ,Fortune India 500,19 years old
DTDC Express,3.7,(3.2k),8.3k,Logistics,"Job Security, Company Culture, Skill Development / Learning",,New Delhi,264 other locations,5k-10k  ,Public,33 years old
HARMAN,3.8,(3.2k),23.9k,Consumer Electronics & Appliances,"Salary & Benefits, Skill Development / Learning, Company Culture",Job Security,Bangalore / Bengaluru,38 other locations,5k-10k  ,nan,23 years old
ABB,4.1,(3.2k),16.9k,Industrial Machinery,Promotions / Appraisal,,Bangalore / Bengaluru,106 other locations,5k-10k  ,Public,88 years old
ArcelorMittal Nippon Steel,4.1,(3.2k),11.1k,Iron & Steel,"Promotions / Appraisal, Salary & Benefits",,Surat,82 other locations,10k-50k  ,Public,29 years old
Indian Air Force,4.6,(3.2k),5.1k,Defence & Aerospace,Work Life Balance,Promotions / Appraisal,New Delhi,131 other locations,5k-10k  ,Public,15 years old
NatWest Group,4,(3.1k),20.2k,Banking,Promotions / Appraisal,,Gurgaon / Gurugram,27 other locations,5k-10k  ,Public,19 years old
PhonePe,4,(3.1k),12k,FinTech,"Skill Development / Learning, Job Security, Company Culture",Promotions / Appraisal,Bangalore / Bengaluru,367 other locations,1k-5k  ,nan,12 years old
RSPL Group,4.1,(3.1k),9.3k,FMCG,"Job Security, Skill Development / Learning, Work Life Balance",Promotions / Appraisal,Kanpur,246 other locations,5k-10k  ,Conglomerate,Surat +66 more
UNO Minda,4,(3.1k),10.5k,Auto Components,"Skill Development / Learning, Salary & Benefits, Work Life Balance",Promotions / Appraisal,Pune,105 other locations,1k-5k  ,Public,17 years old
Barclays,3.7,(3.1k),29.3k,Banking,"Promotions / Appraisal, Work Satisfaction, Work Life Balance",,Pune,36 other locations,5k-10k  ,Indian Unicorn,14 years old
Marpu Foundation,4.8,(3.1k),55,Non-Profit,"Job Security, Company Culture, Skill Development / Learning",,Hyderabad / Secunderabad,58 other locations,1 Lakh+  ,Forbes Global 2000,35 years old
InterGlobe Aviation,3.5,(3.1k),13.3k,Aviation,"Promotions / Appraisal, Work Satisfaction, Job Security",,New Delhi,100 other locations,5k-10k  ,Public,34 years old
GeBBS Healthcare Solutions,3.7,(3.1k),11.2k,Healthcare,"Job Security, Skill Development / Learning, Work Life Balance",,Mumbai,26 other locations,5k-10k  ,Public,55 years old
Conduent,3.4,(3.1k),16.7k,BPO,"Company Culture, Work Life Balance, Job Security",,Bangalore / Bengaluru,34 other locations,10k-50k  ,Public,107 years old
AGS Health,4,(3.1k),13.7k,IT Services & Consulting,"Job Security, Work Life Balance, Company Culture","Promotions / Appraisal, Salary & Benefits",Chennai,58 other locations,10k-50k  ,Public,53 years old
Tata Technologies,3.4,(3.1k),21.9k,Engineering & Construction,"Skill Development / Learning, Work Satisfaction",,Pune,53 other locations,10k-50k  ,Public,37 years old
Alstom Transportation,3.7,(3k),14.1k,Engineering & Construction,"Company Culture, Job Security, Skill Development / Learning",,Bangalore / Bengaluru,75 other locations,5k-10k  ,Public,40 years old
Future Group,4.2,(3k),6.9k,Retail,"Promotions / Appraisal, Skill Development / Learning, Salary & Benefits",,Mumbai,205 other locations,1k-5k  ,nan,11 years old
Tata AIG,4,(3k),11.2k,Insurance,"Job Security, Skill Development / Learning, Work Life Balance",,Mumbai,254 other locations,10k-50k  ,nan,37 years old
TVS Credit Services Ltd,4.2,(3k),7.1k,NBFC,"Skill Development / Learning, Company Culture, Work Life Balance",,Chennai,413 other locations,10k-50k  ,Public,16 years old
Max Healthcare,3.9,(3k),10.1k,Healthcare,"Job Security, Company Culture, Skill Development / Learning",Promotions / Appraisal,New Delhi,76 other locations,5k-10k  ,nan,24 years old
